Segmento;URA;Produto;Suporte;Transferência Telefone;Transferência Blip;Setor
CFTV;458;VIP 3230 IK;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3230 VF;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3230 VF G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3230 W;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3240 D IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3240 D Z;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3240 D Z G2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3240 IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3240 Z;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3250 MIC;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3260 Z;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3260 Z IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 3260 Z IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIP 3280 B AL;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3430 B;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3430 D;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3430 D G2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3430 D W;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3430 W;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 3830 IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 5203 T FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 5203 TM FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIP 5205 SD;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 5216 SD IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIP 5220 SD;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5220 SD IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5225 SD;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5225 SD IR;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 5225 SD IR IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIP 5225 SD IR IA G2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5230 SD;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 5230 SD IR IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIP 5232 SD;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 5232 SD E FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIP 5232 SD IR IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 5232 SD IR IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIP 5280 IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 5425 SD A FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIP 5440 D IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5450 D Z;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5450 D Z G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5450 Z;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5450 Z G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;vip 5460 Z IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5500 F;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5500 F IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5550 D Z IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5550 Z IA;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP 5850 B;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 7100 3D;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 71210 F;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 71250 Z;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7180 B;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7180 D Pan;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7200 TH FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7200 TH MT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7203 SD TM FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7208 LPR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 7208 LPR G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIP 72100 D Face;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7211 TH MT G2;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7215 SD E;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7220 D TH FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7220 TH FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7223 LPR;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7225 Full Color;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7225 PTZ;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7230 AE;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7230 AE PTZ;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7230 AE PTZ IR;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7230 D;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7230 D A FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7230 D VF;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7230 SD AC;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7230 SD E;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7230 VF;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7237 SD;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7240 D Z FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7245 SD;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7248 PTZ;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7248 SD IR;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 4G IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 B IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 D AC FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 D IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 D SL;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 D Z;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 HDMI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 L;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 L G2;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 LPR IA FT G2;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7250 MIC FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7260 LPR IA FT G2;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7260 VF;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7260 Z FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7300 T MT SD;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7301 TH MT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7310 3D;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7325 LPR;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7330 D;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7360 D;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7360 Mini Pan;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7360 Panorâmica;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7400 TH MT PTZ;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7401 TH MT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7425 SD IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7430 A FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7430 D A FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7430 SD FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7440 D Z FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7450 B IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7450 D IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7460 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7460 Z FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7610 F FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7830 B FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7830 D FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7830 MIC IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7840 D Z;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7840 SD IR;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7850 D Z;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7850 Z;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7860 Z;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7860 Z IA FT G2;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 7880 B FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 91210 F IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 91210 F IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 91260 IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9180 B Pan FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9240 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9248 SD IR IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9250 Z IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9260 PTZ Laser IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9260 SD IR IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9260 SD IR IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9320 GD FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9320 IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 93200 LPR IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9325 LPR IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9360 Pan IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 94120 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 94120 IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 94120 LPR IA FT G2;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 94180 LPR IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9420 3D FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9420 GD FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9420 OBJ FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9425 Dual SD IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9433 SD Laser IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9440 D AC FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9440 D Face;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9440 PTZ IA FT G2;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9445 SD IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9450 B Face;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9450 B IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9450 B IA FT G2;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9480 D IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9580 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9840 D IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9840 D IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9840 SD IR IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9860 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIP 9860 IA FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIP BX 1M;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP BX 2M;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP CB 1M;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP DM 1M IR VF;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP DM 2M IR VF;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 2100;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 2200;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 3130 Z;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 3220;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 3250 Z;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 3330 Z;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 4120;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 4220 Z;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 4320 Z;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 5036;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 5120;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 5120 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 5212;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 5212 I;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 5220;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E 6400;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E5230;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP E6400 G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 3020;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 3020 G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 3120;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 3130 VF;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 3230;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 3330;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 3330 G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4000;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4020;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4020 G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4020 IK;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4100;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4120;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4120 VF;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4200;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4220;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 4220 IK;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S 5036;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S3020 G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S3330 G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S4020 G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S4020 G3;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP S4320 2G;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP SD 1.3M 18X;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIP SD 1.3M 18X IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIPC 1230 B;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIPC 1230 B G2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIPC 1230 D;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIPC 1230 D G2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;VIPM 1108;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIPM 3108;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIPM 3230;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;VIPM 5108;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;VIPW 1220 D FC;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIPW 1220 D FC+;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIPW 1300 MINI SD;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIPW 1430 B;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VIPW 1430 D;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VLP 1230 B;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VLP 1230 D;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 1120 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 1120 IR G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 1120 IR G3;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 1120 IR G4;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 200;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 200 DN;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 210 DN;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 220 DN;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 300 DN;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 300 IR 15;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 300 IR 25;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 300 IR 30 VF;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 300 IR 50;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 310 DN;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 310 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 3120 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 3120 IR G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 3120 IR G3;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 3120 IR G4;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 3130 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 3140 VF;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 315 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 3150 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 320 DN;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 325 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM 350 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 3003 DN;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 3020 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 3030 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 4020 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 4030 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 5020 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 5030 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 5040 IR VF;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 5050 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VM S 5060 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 1010 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 1010 IR G2;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 1010 IR G3;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 1010 IR G4;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 1120 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 1120 IR G3;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 1120 IR G4;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 210 DN;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 220 DN;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 3120 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD 315 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD S 3020 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD S 5020 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMD S4020 IR;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMH 1010 D;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMH 1120 B;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMH 1120 D;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VMH 1220 B;Não;seguranca_cftv;Segurança SC;Segurança SC
